Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"HEAL Initiative Advanced Postdoctoral-to-Independent Career Transition Award in PAIN and SUD Research (K99/R00 Independent Clinical Trial Not Allowed)","12/15/2022","3/12/2025","K99/R00","NIH","NINDS","NCCIH, NCI, NIA, NIAAA, NIAMS, NIBIB, NICHD, NIDCR, NIDDK","RFA-NS-22-022","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-022.html"
"National Cancer Institute Program Project Applications for the Years 2023, 2024, and 2025 (P01 Clinical Trial Optional)","12/14/2022","5/8/2026","P01","NIH","NCI","None","PAR-23-059","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-059.html"
"Notice of Special Interest (NOSI): Optimization of Data Storage and Utilization for the Sequence Read Archive (SRA)","12/14/2022","12/19/2025","R41/R42,R43/R44,R01,K08,RM1,R21,K25,K99/R00,K23,F30,F32,F33,F31,R16,R35,R15","NIH","NIGMS","NLM, ODSS","NOT-GM-23-015","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-GM-23-015.html"
"Notice of Special Interest (NOSI): Research to Address Ending the HIV Epidemic Initiative Goals Relevant to Substance Using Populations At-Risk for or Living with HIV ","12/8/2022","1/8/2027","R34,R01","NIH","NIDA","None","NOT-DA-23-013","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-013.html"
"Notice of Special Interest:  Administrative Supplements to Promote Research Continuity and Retention of NIH Mentored Career Development (K) Award Recipients and Scholars","12/1/2022","10/1/2025","Admin Supp","NIH","ORWH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM","NOT-OD-23-031","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-23-031.html"
"Notice of Special Interest (NOSI): Administrative Supplement for Rapid Translation of Substance Use and Addiction Epidemiology and Prevention Intervention Research ","12/1/2022","1/8/2026","Admin Supp","NIH","NIDA","None","NOT-DA-24-003","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-003.html"
"FDA Support for Conferences and Scientific Meetings (R13 Clinical Trial Not Allowed)","12/1/2022","10/11/2025","R13","FDA","FDA","None","PAR-23-072","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-072.html"
"Notice of Special Interest (NOSI): Administrative Supplement for Continuity of Biomedical and Behavioral Research Among First-Time Recipients of NIH Research Project Grant Awards","12/1/2022","10/1/2025","Admin Supp","NIH","ORWH","NCCIH, NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIDDK, NIEHS, NIGMS, NIMH, NIMHD, NINDS, NINR, NLM","NOT-OD-23-032","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-23-032.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Prepare Data Assets for Infectious and Immune-mediated Diseases for Inclusion into the NIAID Data Ecosystem","11/25/2022","2/14/2025","Admin Supp","NIH","NIAID","NCI, NICHD, NIGMS, ODSS","NOT-AI-23-009","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-009.html"
"Notice of Special Interest (NOSI): Advancing Research Needed to Develop a Coccidioidomycosis (Valley fever) Vaccine","11/25/2022","1/8/2026","R21,R41/R42,R43/R44,R01","NIH","NIAID","None","NOT-AI-23-007","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-007.html"
"Notice of Special Interest (NOSI): Advancing Research for Tickborne Diseases (TBDs)","11/25/2022","1/8/2026","R43/R44,R15,R01,R21,R03,R41/R42","NIH","NIAID","NIAMS, NIMH, NINDS","NOT-AI-23-013","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-013.html"
"Notice of Special Interest (NOSI): Complement in Fundamental Immunology","11/23/2022","1/8/2026","R21,R01","NIH","NIAID","None","NOT-AI-23-012","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-012.html"
"Notice of Special Interest (NOSI): Advancing Development of Rapid Point-of-Care Hepatitis C Virus Diagnostics","11/23/2022","1/8/2026","R01,R41/R42,R43/R44,R21","NIH","NIAID","NCI, NIBIB","NOT-AI-23-001","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-23-001.html"
"NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed)","11/23/2022","1/8/2026","R24","NIH","NIAID","None","PAR-23-065","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-065.html"
"Notice of Special Interest: Promoting Research Opportunities on HIV/AIDS in NIAMS","11/21/2022","1/8/2028","R01,R21,Admin Supp","NIH","NIAMS","None","NOT-AR-23-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AR-23-004.html"
"Notice of Special Interest (NOSI): Chemsex and HIV: prevalence, medical/psychosocial consequences, and treatment","11/14/2022","1/8/2026","R21,R01,R03","NIH","NIDA","None","NOT-DA-24-002","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-002.html"
"Notice of Special Interest (NOSI): Advancing Research in Lipoprotein(a) and Cardiovascular Disease (R01 Clinical Trials Allowed) and (R01 No Clinical Trials Allowed)","11/10/2022","1/8/2026","R01","NIH","NHLBI","None","NOT-HL-22-052","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-052.html"
"Notice of Special Interest (NOSI): Explainable Artificial Intelligence for Decoding and Modulating Neural Circuit Activity Linked to Behavior","11/8/2022","2/6/2027","R01","NIH","NIMH","ORWH","NOT-MH-23-110","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-23-110.html"
"Notice of Special Interest (NOSI): Chemoproteomic Approaches for Discovery of Targets and Therapeutics to Treat Substance Use Disorders","11/7/2022","1/8/2026","R03,F32,R21,F31,R01,K99/R00,F30,K01","NIH","NIDA","None","NOT-DA-24-005","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-005.html"
"Notice of Special Interest (NOSI) Targeting Epigenetic Regulators for Treating Addiction and Substance Use Disorders","11/3/2022","1/8/2026","R03,R01,K99/R00,R21,F31,F30,F32,K01","NIH","NIDA","None","NOT-DA-24-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-24-004.html"
"Notice of Special Interest (NOSI): Health Services and Economic Research on the Treatment of Drug, Alcohol, and Tobacco Use Disorders (R01, R21, R03)","11/2/2022","2/8/2026","R01,R03,R21","NIH","NIDA","None","NOT-DA-23-012","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-012.html"
"Notice of Special Interest (NOSI): Supporting Data Sciences Research in IDeA States through the Centers of Biomedical Research Excellence (COBRE) Phase 1 Program","10/31/2022","1/31/2025","P20","NIH","NIGMS","ODSS","NOT-GM-23-011","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-GM-23-011.html"
"Integrated Preclinical / Clinical AIDS Vaccine Development Program (IPCAVD) (U19 Clinical Trial Not Allowed)","10/31/2022","3/15/2025","U19","NIH","NIAID","None","PAR-23-033","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-033.html"
"Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement Clinical Trial Optional)","10/31/2022","10/26/2025","Admin Supp","NIH","OD","None","PA-23-044","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-044.html"
"Development of Resources and Technologies for Enhancing Rigor, Reproducibility, and Translatability of Animal Models in Biomedical Research (R24 Clinical Trials Not Allowed)","10/28/2022","5/26/2025","R24","NIH","ORIP","None","PAR-23-039","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-039.html"
"Notice of Special Interest (NOSI): Supporting Womens Health Research in IDeA States through the Centers of Biomedical Research Excellence (COBRE) Phase 1 Program","10/27/2022","1/31/2025","P20","NIH","NIGMS","ORWH","NOT-GM-23-012","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-GM-23-012.html"
"Late-Stage Translation of Biomedical and Behavioral Research Results in Arthritis and Musculoskeletal and Skin Diseases from Academic/Non-profit Lab to Marketplace (SBIR [R43/R44] Clinical Trial Not Allowed)","10/26/2022","9/6/2025","R43/R44","NIH","NIAMS","None","PAR-23-032","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-23-032.html"
"Avenir Award Program for Genetics or Epigenetics of Substance Use Disorders (DP1 Clinical Trial Optional)","10/21/2022","9/26/2025","DP1","NIH","NIDA","None","PAR-23-021","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-021.html"
"Avenir Award Program for Chemistry and Pharmacology of Substance Use Disorders (DP1- Clinical Trial Not Allowed)","10/20/2022","8/8/2025","DP1","NIH","NIDA","None","RFA-DA-24-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-24-007.html"
"Notice of Special Interest (NOSI): Research on the Impact of Policy Changes and Emerging and Evolving Public Health Crises on NIDA Populations of Interest","10/20/2022","1/8/2026","R15,R21,R01,R03","NIH","NIDA","None","NOT-DA-22-084","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-22-084.html"
"Notice of Special Interest (NOSI): Utilization of Cohorts and Prospective Study Designs for Liquid Biopsy Assay Validation for Early Detection of Cancers","10/17/2022","7/2/2025","R43/R44,R21,R01,UH2/UH3,R41/R42,U01","NIH","NCI","None","NOT-CA-23-004","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-23-004.html"
"Development of Animal Models and Related Biological Materials for Down Syndrome Research (R24 Clinical Trials Not-Allowed)","10/13/2022","5/26/2025","R24","NIH","OD","NCI, NEI, NHLBI, NIA, NIAID, NICHD, NIDCD, ORIP","PAR-22-247","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-247.html"
"Notice of Special Interest (NOSI): Opportunities for HIV Cure Interventions at the Time of ART Initiation","10/6/2022","9/8/2025","R01,R21","NIH","NIAID","NICHD, NIMH","NOT-AI-22-072","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-072.html"
"Notice of Special Interest (NOSI):  Understanding Exposure and Health Effects of Micro and/or Nanoplastics","10/3/2022","11/17/2027","R21,R01","NIH","NIEHS","None","NOT-ES-23-002","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-ES-23-002.html"
"INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Clinical Research Short Course (R25 Independent Clinical Trial Not Allowed)","10/3/2022","9/8/2025","R25","NIH","OD","FIC, NCI, NEI, NHLBI, NIA, NICHD, NIDCD, NIDCR, NIMHD, NINDS","PAR-22-195","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-195.html"
"Notice of Special Interest (NOSI): Administrative Supplements to NCATS CTSA Program KL2/K12 Institutional Career Development Awards as part of the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project","10/3/2022","7/2/2025","Admin Supp,K12,U54","NIH","OD","NCATS, NIDCR","NOT-OD-22-192","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-192.html"
"Notice of Special Interest (NOSI): Targeting the Pathogen within the Arthropod Vector","10/3/2022","1/8/2026","R01,R21","NIH","NIAID","None","NOT-AI-22-074","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-22-074.html"
"Notice of Special Interest (NOSI): Administrative Supplements to NCATS CTSA Program T32/TL1 Institutional Training Program as part of the INCLUDE (Investigation of Co-occurring Conditions across the Lifespan to Understand Down syndrome) Project","9/30/2022","7/2/2025","Admin Supp,T32,U54","NIH","OD","NCATS","NOT-OD-22-191","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-191.html"
"Notice of Special Interest (NOSI): HEAL Initiative: Grand Opportunity in Medications Development for Substance-Use Disorders","9/29/2022","9/2/2025","U01","NIH","NIDA","None","NOT-DA-23-009","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-009.html"
"Notice of Special Interest: Development of Radiotracers for Diagnosis and Clinical Studies in Alzheimer's Disease (AD) and AD-Related Dementias (ADRD)","9/28/2022","9/5/2025","R43/R44,R41/R42,R01,U01,R21","NIH","NIA","None","NOT-AG-22-032","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AG-22-032.html"
" Notice of Special Interest (NOSI):  HEAL Initiative: Development of Medications to Prevent and Treat Opioid and/or Stimulant Use Disorders and Overdose ","9/28/2022","9/2/2025","UG3/UH3","NIH","NIDA","None","NOT-DA-23-010","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-23-010.html"
"Notice of Special Interest (NOSI): High Priority Areas in Placental Research for Healthy Pregnancies (Reissue)","9/27/2022","3/16/2025","R01,R03,R21","NIH","NICHD","None","NOT-HD-22-049","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HD-22-049.html"
"AHRQ Mentored Research Scientist  Career Development Award (K01)","9/22/2022","11/10/2025","K01","AHRQ","AHRQ","None","PA-22-255","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-255.html"
"Notice of Special Interest (NOSI): Implementation Science to Advance Maternal Health and Maternal Health Equity for the IMPROVE initiative","9/19/2022","5/8/2025","R03,R21,R01","NIH","NICHD","NCCIH, NHLBI, NIAID, NIAMS, NIDA, NIDCR, NIDDK, NIMH, NIMHD, NINDS, NINR, OAR, OBSSR, ODP, ODS, ORWH","NOT-HD-22-043","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HD-22-043.html"
"HEAL INITIATIVE: Development of Therapies and Technologies Directed at Enhanced Pain Management (R43/R44 Clinical Trial Not Allowed)","9/15/2022","4/5/2025","R43/R44","NIH","NINDS","NCATS, NCCIH, NHLBI, NIA, NIAAA, NIAMS, NICHD, NIDCR, NIGMS, NIMH, ORIP","RFA-NS-23-006","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-006.html"
"HEAL Initiative: Development of Therapies and Technologies Directed at Enhanced Pain Management (R41/R42 Clinical Trial Not Allowed)","9/15/2022","4/5/2025","R41/R42","NIH","NINDS","NCATS, NCCIH, NCI, NHLBI, NIA, NIAAA, NIAMS, NICHD, NIDCR, NIGMS, NIMH, ORIP","RFA-NS-23-007","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-23-007.html"
"Centers of Biomedical Research Excellence (COBRE) Phase 1 (P20 - Clinical Trial Optional)","9/14/2022","1/31/2025","P20","NIH","NIGMS","None","PAR-22-250","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-250.html"
"Notice of Special Interest (NOSI): Basic and Translational Research on Circadian Regulation of Heart, Lung, Blood, and Sleep Disorders (R01)","9/13/2022","1/8/2028","R01","NIH","NHLBI","None","NOT-HL-22-043","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-043.html"
"NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed)  ","9/13/2022","9/8/2025","P01","NIH","NIAID","None","PAR-22-225","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-225.html"
"Agency for Healthcare Research and Quality (AHRQ)-sponsored National Research Service Award (NRSA) Individual  Postdoctoral Fellowship (F32)","9/12/2022","8/9/2025","F32","AHRQ","AHRQ","None","PA-22-251","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-251.html"
"NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R01 Clinical Trial Optional)","9/9/2022","5/8/2025","R01","NIH","NINR","None","PAR-22-230","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-230.html"
"NINR Areas of Emphasis for Research to Optimize Health and Advance Health Equity (R21 Clinical Trial Optional)","9/9/2022","5/8/2025","R21","NIH","NINR","None","PAR-22-231","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-231.html"
"Resource-Related Research Projects for Development of Animal Models and Related Materials (R24 Clinical Trials Not-Allowed)","9/9/2022","5/26/2025","R24","NIH","ORIP","None","RFA-OD-22-013","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-22-013.html"
"Bioengineering Research Grants (BRG) (R01 Clinical Trial Optional)","9/8/2022","9/8/2025","R01","NIH","NCI","NINDS","PAR-22-243","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-22-243.html"
"Bioengineering Research Grants (BRG) (R01 Clinical Trial Not Allowed)","9/8/2022","9/8/2025","R01","NIH","NCI","NEI, NIAMS, NIDCD, NIDCR, NINDS","PAR-22-242","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-242.html"
"Notice of Special Interest:  Administrative Supplements for Validation Studies of Analytical Methods for Dietary Supplement Constituents (Admin Supp - Clinical Trial Not Allowed)","9/7/2022","4/16/2025","Admin Supp","NIH","ODS","NCCIH, NCI, NIDDK","NOT-OD-22-202","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-22-202.html"
"Time-Sensitive Opportunities for Health Research (R61/R33 Clinical Trial Not Allowed)","9/1/2022","3/2/2025","R61/R33","NIH","OBSSR","NIAAA, NIAMS, NICHD, NIDA, NIMHD, NINR, ODP, ORWH, NCI","PAR-22-233","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-233.html"
"Catalyst Award for Early-Stage Investigators (ESIs) Pursuing Research on HIV Comorbidities, Coinfections, and Complications (DP1- Clinical Trial Optional)","8/24/2022","5/2/2025","DP1","NIH","NIDDK","NCI, NHLBI, NICHD","PAR-23-024","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-23-024.html"
"NICHD Research Education Programs (R25 Clinical Trial Not Allowed)","8/24/2022","5/26/2025","R25","NIH","NICHD","NCATS","PAR-22-224","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-22-224.html"
"HEAL Initiative: Translational Development of Diagnostic and Therapeutic Devices (R18 Clinical Trial Not Allowed)","8/23/2022","6/18/2025","R18","NIH","NIBIB","NCCIH, NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIDCR, NINDS","RFA-EB-22-002","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-EB-22-002.html"
"AHRQ Conference Grant Programs (R13)","8/17/2022","11/1/2026","R13","AHRQ","AHRQ","None","PA-22-238","PA","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PA-22-238.html"
